Name,sub_title,tags,Category,url,files,UUiD,notes,time_stamp
Are Jared Taylor and Ron Unz Compromised? | National Vanguard,"I genuinely like Jared Taylor as a man. A gentleman and a scholar, Mr. Taylor has accomplished much for our cause. American Renaissance is indeed the world’s most popular White nationalist publication, though Mr. Taylor employs euphemisms like “White advocacy” and “race realism,” and refuses to capitalize White. His books, from the gateway Paved with Good Intentions to the more honest White Identity and If We Do Nothing, are excellent, and he is a gifted writer. Notwithstanding all of this, however, we must, must, must acknowledge that Mr. Taylor is, at the very least, a philo-Semite by omission.","Jews,Jared Taylor,Red Pill,Ron Unz,Subversion",Red Pills,https://nationalvanguard.org/2020/07/are-jared-taylor-and-ron-unz-compromised/,Social media image from nationalvanguard.org on 2023-08-29 at 11.36.26 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/FgGrtOH6wvXOYDBEg1GfGA/CQTTw9cW1uGm-j4aSjZIv_Cmpnhz1zJ-rHpEihXWNDGX8kATWvYWNQdsSPMnydpUIWdrM0Qpu07m1CVtnIrcwcKSneiOMPpftxQX9bR9lB-kKwfz4d0qNoS7GUZ7oQlsFncVPN3mjXT3jS-L0GEmlk8jXYGmIdjgzcPUgAgBmk0/kn4f1LamMYLuMflMiILLOv2BLhL70oGHoLcnAJJUeg4),recWR0sNpLdsUae9p,,8/29/2023
Ron Unz Exposes WWI and WWII Lies. |,“Perhaps the extreme caution and timorous silence exhibited by nearly all Western historians on these sensitive elements of World War II and the Bolshevik Revolution should not entirely surprise us given the professional and personal risks they might face if they strayed from orthodoxy.,"WW2,History,Jews,Russia,Germany",Red Pills,https://www.paulcraigroberts.org/2019/05/15/ron-unz-exposes-wwi-and-wwii-lies/,Screenshot of www.paulcraigroberts.org on 2023-08-29 at 11.35.03 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/MsJyyQYmc8VcEUdOxUZgpw/arxaxSrBI0ekkI2zgu9CFEQ_ruLsnIS-ZnG2U8L8kAfA5Jc78u2E_DAvH6oEwC_oHfpOQXJklujTzmgyDJLLEAF2UIKwRd-1ERs4PkPqE9WrJp8Jxjzms33bw42N92jEa77oP7qQ0xPr0j9yoXzjHRV8S8nZmpbOBAX5-LcOKJg/yGQV0a-Oi1CvdTaPGnUeuBiarXtYqrFdKo9anBYvlTU),recD1E3JS0WpKQQ1B,,8/29/2023
"American Pravda: How Hitler Saved the Allies, by Ron Unz - The Unz Review","For almost thirty years, our English-language media has almost entirely suppressed any serious discussion of the Suvorov Hypothesis, and this is hardly the only important aspect of Soviet history that has remained hidden from public scrutiny. Indeed, on some crucial matters, the falsehoods and distortions have greatly increased rather than diminished over the decades. No example is more obvious than in the ongoing attempts to conceal the enormous role played by Jews in the Bolshevik Revolution and worldwide Communism generally. As I wrote last year:","WW2,Hitler,NatSoc,Germany,Russia",Red Pills,https://www.unz.com/runz/american-pravda-how-hitler-saved-the-allies/,Social media image from www.unz.com on 2023-08-29 at 11.33.19 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/TuvGseixXM9eJxR696FEzw/FAobdxzPGd4Xxyg9FIG9Xo7rCYzqe1fhvjKM1Z6rk8bPE00fgNhGup_fxP6ZJ9NURkyDsbNYpR__q3-edq9TQVfxPJ76XcMpVYOL5b55u-8_DvOrhP5E7vCaW2_nIDJnHmplUQGBUHjEFfhBnkYj16H5hhS7VMt5SpfcebmtT1Q/ybSaffjtKVDq9e6JtRUUV8s_xC9MGP1-FhhrLMazXNY),recnq7Cd43GV2vhPQ,,8/29/2023
Race and Jews – Part 6 | Age of Treason,"The jews have infiltrated, manipulated, exploited and outlived every nation, empire and civilization in Europe and the Middle East for millennia. The jewish problem is an old problem. The racial character and nature of the jews is not something Europeans only first noticed in the 15th century with the Purity of Blood Statutes in Spain. We’ve previously addressed what contemporary twits have to say. This time we’ll review some observations of jewish racial character – the personality traits characteristic of the collective – which date back more than two thousands years into the past.","Jews,Europe,Germany,Russia,History",Red Pills,http://age-of-treason.com/2014/11/18/race-and-jews-part-6/,Image from age-of-treason.com on 2023-08-29 at 11.29.07 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/sxQAud0BR4FrFjOG1T6-0g/tLibcJUg8Or-f2L8dQ4os2LUFaG6356ELYpgXNcRmNvkycbgpGdb6TBUYot5K25rgit01rhXyY8eehbbdwBRf84qQ4GoXTrWyQTrafDMaHgoXFhMvQ5PUd-OEyc71LQWyy4tpgi_pmdvWCHkofXK4Q/JIDcIuf4HSzrhFGLAuQ36fRQU5dvvxw5i61yiPf4XbE),recVbohaOWwttQVQ0,,8/29/2023
Nightclubs Are Satanic Temples – Roosh Valizadeh,"I first stepped foot into a nightclub in Washington D.C. when I was 21 years old. The music was incredibly loud and uncomfortable, but there were sexy women everywhere. In the eighteen years that followed, I had eagerly visited nightclubs hundreds of times. Now, I find them intolerable. Some of that is surely due to middle age, but a big part of it is because I’ve come to believe that nightclubs serve as a modern form of Satanic worship.","Satanism,Masculinity,Morals,Religion,Orthodox Christianity,Patriarchy,Roosh V,Philosophy",Red Pills,https://www.rooshv.com/nightclubs-are-satanic-temples,Social media image from www.rooshv.com on 2023-08-29 at 11.18.55 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/-5V9FLFgsFwE3iIKmhtFOA/0OZDmBjs23iJ-YX6yoXjuQOjy8zLvctXoml_pgYAR9rnNj4r4kFGwMX3Qu7icP2-rFjT03RbpGtzCDIoz8aGH-MuPXFJj-RSWwiyu5Our5_5iSWuckbXlEQpYDUVxqxUvc7-VConb5zf_2vstqwhGkMp5uHrdHtBxHWJ94WQjxY/fjB9PjtL5oyzMSl-2AUhGhm5y1Wwq-SDwehkOQzTLWM),recjHFv4TAc9CMs3D,,8/29/2023
"Oswald Mosley Speech: Europe A Nation, Africa, Communism, Global Finance and Political Action - YouTube","Sir Oswald Ernald Mosley,  was a British politician who rose to fame in the 1920s as a Member of Parliament and later in the 1930s, having become disillusioned with mainstream politics, became the leader of the British Union of Fascists (BUF). This channel was made to document/archive Mosley's speeches, interviews and other forms of media. This channel and the videos on it are strictly for educational and historical purposes only.","Oswald Mosley,Nationalism,England,Fascism,Jews,History,NatSoc",Red Pills,https://www.youtube.com/watch?v=-5poh4zyaQI,Social media image from www.youtube.com on 2023-08-29 at 11.16.47 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/OBfFo7ljKu1umYVmKCFaig/sPjb0GJG704NeBvbvoclQybiEgAiTFNge3YN_TZvpNv-QSPch-r1f68NVcYapITfh0PRejMio2T69PSp9yGHDK_vl9Uv3cz2Ydw69rG2Mw7jRBmP6BRVQKfS3DiNBlqyCRsRSHNqWsQNq-maHhktbr09YjnohtN4jWbPWn_IwEE/08DsDY0cMWbscER9TR8I7Naa-5EtFEOBwEgiYtsgxCI),rec8YPQfBqUTceOUW,,8/29/2023
10 Ways City Dwellers Alleviate Secular Guilt – Roosh Valizadeh,"If a man lives in sin, away from the Church and its sacrament of confession, his soul becomes burdened with the cumulative weight of his transgressions. Simply put, he feels bad most of the time but doesn’t know why, and continually searches for worldly solutions to relieve his internal pain, guilt, and strife. He does not know—or does not want to know—that it is the soul which demands healing from prodigal and sinful living by getting right with God. Satan ensures he does everything except seek a true alleviation of that guilt through the Church and instead pushes him into various tricks and schemes that soothe the soul only for a brief moment.","Orthodox Christianity,Religion,Masculinity,Morals,Patriarchy,Roosh V,Philosophy,Red Pills,City Living","Red Pills,Values",https://www.rooshv.com/10-ways-city-dwellers-alleviate-secular-guilt,Social media image from www.rooshv.com on 2023-08-29 at 11.11.07 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/2tjzkAJJyAIdvwqsUA2ttw/INAX9tcVqRW5g4zwKpvCXcYQsvtcsiJXjHuyq1HwCbXmrTeHPvnUSQXLXcJ1cbl0_goZ58fe-yRQP1G0DTK6JLS9Q_tgduTAjFJh9ILyUF5cWGXTGjVhHNBBZt6HCMOxAktZsQaKmdFQHYi5eWraqVvy1Iijg6C94DKUonBwLs0/dV5RP70mE23vjtZ00JbBOtTKoL9U5envReQsOfvHJds),recyuKZJADVXGd7Gd,,8/29/2023
How To Attract A Woman As A Christian Man – Roosh Valizadeh,"Young single women in the Orthodox Church don’t stay single for long. Since the ratio of young men to women is so high, it doesn’t take long for single women to be taken off the market. As Orthodox men calculate their prospects, a common question is asked: “How can I attract a woman?”","Orthodox Christianity,Religion,Masculinity,Morals,Patriarchy,Roosh V,Philosophy","Red Pills,Values",https://www.rooshv.com/how-to-attract-a-woman-as-a-christian-man,Social media image from www.rooshv.com on 2023-08-29 at 11.10.25 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/LaDxRhYQlzS8WyaIrAL9uA/BZtfhiz00K0nM5J_5qtVabqG8oHr9u49mlv9e5iypiGzXXGiubHh_8UGqO_Oqh9svzPZXl-kmsOGzY-mZgOfxNyVO4W8bQRvXsSVJf9TgOuwZEGrX8A_66xdH1MtBdc5LQR3oqHMAwUPCo04QVVqQn0gUt-vSi6ta3uy6AW3AMU/WIJELvo-FCZTyxBYrahVUlcqnT8gBgoFFZgZaZ1ewdI),recLtiAZv4UBxRjA8,,8/29/2023
Men Treat Women As Gods – Roosh Valizadeh,"In order to be with a woman, there is no sacrifice a modern man is not willing to make. He will pretend to be a feminist, travel around the world, and even feign allegiance to abortion or homosexual marriage. If a man wants a woman, and the woman professes to like something, the man will profess to like it as well, all for a chance of intimacy, sex, or just a bit of companionship, but like Adam following Eve, his actions lead directly to spiritual death.","Orthodox Christianity,Religion,Masculinity,Morals,Patriarchy,Roosh V,Philosophy,Feminism","Red Pills,Values",https://www.rooshv.com/men-treat-women-as-gods,Social media image from www.rooshv.com on 2023-08-29 at 11.10.04 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/5SjOvT2G56-85Ba3zaLMBg/Btf8qij5vFXJ7K8I1kkLXNvk08aEBFvNufn7_x5nxFyHARzPfrc5MuvbYDLY9M6ffm7YCr14qmvWc4je00fykP25SVAcQ_OYSMqDQ-NFzoAlDjPRUFQoG5e90XC4xzc_NMCSf1jN8_wz-sIu-juLnrRiX5h877B3fJk60j6tr8A/4SymcBlbzACwOwxE-JVPk7M7ncKSVdhwZtJhidBtD_k),rec7pjvk7DggO6PCI,,8/29/2023
33 Things Christian Men Should Know About Women – Roosh Valizadeh,"A common lament from chaste Orthodox men I meet is their lack of experience in dealing with women who are more socialized than them. How can these men understand women, identify one with strong faith, and make confident decisions concerning marriage? As an unmarried middle-aged man, I stress to them how I’m not in a better situation, but they nonetheless feel that I can give them profitable lessons in their quest to enter an Orthodox marriage due to my excessive secular experience.","Orthodox Christianity,Religion,Masculinity,Morals,Patriarchy,Roosh V,Philosophy","Red Pills,Values",https://www.rooshv.com/33-things-christian-men-should-know-about-women,Social media image from www.rooshv.com on 2023-08-29 at 11.09.19 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/sMQB31WvXBK_YLbxS41fcg/VSCX4Nydf8VNkbdnfHzbsefIhN18gXOE3wIg1HPAYNibqVvvLNOS4XWR66UHz9yp4Xpd4-5rrskU57mFWLrJEfYPDNg5tRCnkqq15MgFYw_cgaJujAWUfp1C7FTPvFXXmPnlfVLftTmLql-WuN0UY7I_cuom_pPOGg5YvV0PtVI/C0Ctud4cXgTacsZevWbDIDNWSXo_NfWIPgzFqKSOVvc),receBESJRbXSVyxj4,,8/29/2023
Russia Insider: Crowdfunded citizen journalism - with a punch!,Always Tell the Truth,"Russia,Communism,Culture,Hitler,Jews,History,NatSoc,Russia Insider,Orthodox Christianity",Red Pills,https://russia-insider.com/en,Screenshot of russia-insider.com on 2023-08-29 at 11.06.19 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/FccD_zBifRi-nRAufxOmOQ/RjhHKGKWEjFJKmQP5_O5m5FitUvH-NrS13YRZS_B2RadQ7lnugHk_BGV1UYx29X2yxcQvPoww9w70Vla4E9-H8ehuXGUFxQUPuxqr-LdET66fSKNjBRcEeLO3ZywK-mOwj78S1h_xMenrhO1YaHlhLR3oME1_KlbEDnb8PnTePQ/1jp80Efl80vUXKMNjWN0QUSgtK4cl3E6LaIQiTnQBMc),rechwqmsikqKqdrS5,,8/29/2023
Home | Majornews,Defenders of the  US Constitution,"Liberty Activist,Liberty News,News,Politicis,Red Pill",Red Pills,https://www.majornewsnetwork.com/,image.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/dHMkos7Mqwf2qpIrTrnD8g/JUcg95tqdcVB94vQP7Kyn9oWsoPAbrcTHQDZ7Usg7Nfvh4vRfRRNu3cGMYuVg_NizPtgdnxn_M6G6hGkIf4ChJea3OdUSVZESA1Vm9GZcRY/wIsfnx5rBRToOyZDqkYzw228eJpaM7p82XGeSVDO-7M),rec4xt5s5rGEt2XBk,,8/29/2023
Is the New Testament Anti-Semitic? - GoyimTV,Is the New Testament Anti-Semitic?,"War Against Christians,War Agasint Whites,Anti-Semitism,Christianity,Bible,New Testament,Censorship",Red Pills,https://www.goyimtv.com/v/3243246786/Is-the-New-Testament-Anti-Semitic-,Social media image from www.goyimtv.com on 2023-08-29 at 11.01.18 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/vGiWnN8R3GMcFkAraVia3A/eDPBk1jF9LfK29YtyznJ3faojqbT0OemeaCjIHTzdnMNL6bKZdcIr2Y8rj5z5PkumvX9BpD1Hdva7lgLneh3eDvudVTbaJgzJFLLib1RILknsVe3ZRAa2v6J86TpLOt5vFQzVMZoxUfxkSqe9upcBWsG4_OInzQedSKctDw5fRU/IYn9nj-taUII7ZmpopsptPU7Yo5yI5UH1xqO-k7Jfdw),rec0gYLKFuE3qGe4t,,8/29/2023
An Unexpected Partnership in WW2: Nazi Germany and the Republic of China | War History Online,"A quick first glance at these photos would have most military history enthusiasts fooled. You would be forgiven to assume that these are German-trained Imperial Japanese Army (IJA) personnel. But that could not be further from the truth – they are in fact Nazi-trained Chinese soldiers of the National Revolutionary Army (NRA), destined to fight Japanese invaders. The Wehrmacht officer is Chiang Wei-Kuo, adopted son of Chinese Generalissimo Chiang Kai-shek. Chiang Wei-Kuo commanded a German Panzer during Anschluss, earned a commission as a Wehrmacht lieutenant in anticipation of Fall Weiss, before being recalled back to China.","Taiwan,Chang Kai Shek,Communism,Hitler,China,Republic of China,Nationalism,Germany,Chinese,Mao,NatSoc",Red Pills,https://www.warhistoryonline.com/guest-bloggers/unexpected-partnership-germany-china.html,Social media image from www.warhistoryonline.com on 2023-08-29 at 11.00.48 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/R8bHUDbD1hWQ-10fe3gM5Q/OxTjXfbzcMVerWdRnvDNZDaxNV1EIYiPLe5EZOicHwGNZAFeTewJ7BSIhEkJgy48EARPvfGTrFMQNmUXFQ0z-11_wpbcgbDS_THJNfsaJWNuJDsXjugWCmGptsva2STFNs7VP3a0o60hcv9WLsHPiMl2ThHn57TMJ5gtoD5rRJTrBRBR8zLNKPS9EiKWhXzY/vNmnGF-qJiF1p8mFC_ZGLOsSLMHJQkO_LSO8FIkwWqA),reckwnoTFyuk25gce,,8/29/2023
George Lincoln Rockwell on Jews in the Communist Party,"George Lincoln Rockwell (March 9, 1918 – August 25, 1967) was an American politician and founder of the American Nazi Party.","NatSoc,Jews,Communism,Hitler,George Lincoln Rockwell,American",Red Pills,https://www.bitchute.com/video/oNfmV0ZLVB5c/,Social media image from www.bitchute.com on 2023-08-29 at 10.58.49 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/eau7N0Gm4ZYKr7CaUkVbSw/uIqP-ZkoUkq8W83OReo_GDk5YUl0RtZeu-kfYE95DHw3BYJ9kZ7PxQ3Ec5-AJ7AOL2CxH26e1gf5F7hknC6eotYNpi3wOCc_M4tZBPXhEORfwaEbGAHLqyblIkCkr0x-LJ12POp4z1epY7LWw3CdS2v7NgACrPzraICgx1qRKMY/qaHIGPnuKMpGgif5k4tBcfhDtVXuNallSntFs9VxQv4),recbULhytutykZMtW,,8/29/2023
George Lincoln Rockwell on (((Conservatives))),Democracy and Communism speak different languages but they say the same thing,"NatSoc,Jews,Communism,Hitler,George Lincoln Rockwell,American",Red Pills,https://www.bitchute.com/video/jmmxZXQQPtYx/,Social media image from www.bitchute.com on 2023-08-29 at 10.58.36 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/Wfv3DjHAWU0MB6t4ptwYKQ/t66VLwJQWhGO1uhjVmH6WHuQWnN_UbnLkMnddAdRyeXerAnbV6VJn_Z4qu21FDE5PWRzf1_nHEOba4LNPp-HPAWdoxtVhyLbG3DJt7BAC2NSNtxxn6mRBoGcOW8DJ6oZIIKwdlRZsNZVSHTRIaaYUjcL_Kf3fAFnJAWYci1fBYw/L78la5k5fKgPkBAyDz1brGn5VBlB5Quk49AmCcz2Hco),rec1WwxhheX3fyzw6,,8/29/2023
The Fable of the Ducks and the Hens by George Lincoln Rockwell,The Fable of the Ducks and the Hens by George Lincoln Rockwell,"NatSoc,Jews,Communism,Hitler,George Lincoln Rockwell,American",Red Pills,https://www.bitchute.com/video/m76BWaVMVkV9/,Social media image from www.bitchute.com on 2023-08-29 at 10.58.24 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/rMaVST1drrQB51pZNTWHJQ/WUF6lEhcZ4EFYGbV3BhIFJVKK25WuKyJ7QvowunnL-ZvOBUep59dYdly0-RpPwty985HgeP6xPOJFy-IIARZRGDSpwyQfxt0F8uexFRqSdNVJJIf4EKbHF1iwhlGHFIfvAr55om42vuCqwHZSknFIMBWbkWTv5p0bl4tFUYrD3o/SGWQCkHV2JMZmo4TFGhH8IjctBXdm95EzCd8Lkazs70),rec742naoCk5MRM98,,8/29/2023
George Lincoln Rockwell - Brown University Speech,GEORGE LINCOLN ROCKWELL - BROWN UNIVERSITY SPEECH,"NatSoc,Jews,Communism,Hitler,George Lincoln Rockwell,American",Red Pills,https://www.bitchute.com/video/gY13eWhB2knL/,Social media image from www.bitchute.com on 2023-08-29 at 10.58.07 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/HKdTapECedRPCOLdFAHuRg/xhQ1kTMP7zKs9WO4lpI6-Ya2wrJiNcgVSr27aNpyh_12tj8cI086ewPzvRevzG7J-YXqP2g95INDOOB3S-LKZYfN1_1yMTvndJhcqjtfswNllQasvWXir5okC6NMkcChBJh41hn6MZYBXtA20lE98nMqtAztFmroAOd8xdQYDTY/shksELRs6KnMxsOhBU-QCUH485yw0On0YonhKVLshk4),recOxRb8ll1d7C9EZ,,8/29/2023
George Lincoln Rockwell vs. ADL (Book Burner's) - GoyimTV,"UNIVERSITY OF WASHINGTON SPEECH JUNE 10TH, 1964","NatSoc,Jews,Communism,Hitler,George Lincoln Rockwell,American",Red Pills,https://www.goyimtv.com/v/2053176665/George-Lincoln-Rockwell--vs--ADL--Book-Burner-s-,Social media image from www.goyimtv.com on 2023-08-29 at 10.55.17 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/LVzthLRlqx2mX5SrP9mXxw/kLBzsuizZv5kAl0k1O9vUmCH0geYKYSxj3wRBIeugNu-JSsa-RcuZRCHoiyYyft_GO3t9ZtE2rV1kZqab0mTJ-GBKIBwQYpxcPi0IsfH8Qb777i3hJs7j5hcCMGDoqVm6NUW52tsrxK6x1chNJcaqLrGUXlQlE2MYmfS6OiHwNs/Eqm38arY7itQXYTr1lqUH4CVAJCRbM0aezou4qjpkto),rec548ZHbZNUsrgKT,,8/29/2023
"George Lincoln Rockwell on ""The Six Million""","A short clip from a interview with Commander George Lincoln Rockwell, founder of the American Nazi Party, hosted by Chuck Drake from L'Anse Michigan.","NatSoc,George Lincoln Rockwell,Communism,Hitler,Jews,Holohoax",Red Pills,https://www.bitchute.com/video/PRaKrRJis7L9/,Social media image from www.bitchute.com on 2023-08-29 at 10.54.48 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/aT9yoFybSuIAnZ8mUlmMeg/cbtlKwCcnS-ltaJovVWGxvDIXA4vEK4QZP0qWtba_TIdHzImjC4tET1tUVwvojfRm4Oi5iytCasB5T0rTnoeZ2naD6zADstZidd3HCHwQTeJTxXBYnc9j-d317zhaD1AGp3aDesRT3G1-mxQRTNgzcBHMszUIkVeUMQKdk6G_aI/gdcFYf3eehGotx9Fl-9vn7BTygbdiNvDR0nykjLmp2o),recgMKPj0kPBDieSp,,8/29/2023
George Lincoln Rockwell and American National Socialism,George Lincoln Rockwell and American National Socialism,"George Lincoln Rockwell,NatSoc,WW2,Communism,Hitler,Jews,American",Red Pills,https://www.bitchute.com/video/p2lFNG8Ys2Hc/,Social media image from www.bitchute.com on 2023-08-29 at 10.52.23 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/y-_WtZu5g1i4SiuN7gDtrA/FH9BJW9WoQaVIWBWeQfx1Oj-2_0SrqnYxFL5y-peAiMWU_STCfsAbPf3e6mMEJf-RT7rKmvGtiTTFviViMk1GVYJYeEzbwLloI5W0qfB4Ui0VVAxSCHUU0OhxdVv94yVRjg3UIIaxX5VEzpBMczzNBs6IADqkpfPpA3kSc6Zqjk/M8Ypj6rHPHLEYGgLFRv1XEntx3YnRK4fpqAGJfiXUmo),recRFD4yUHmz6KGpL,,8/29/2023
Zionism and Christianity Unholy Alliance full length film by Ted Pike - YouTube,"Ted and his late wife have undergone almost unbelievable persecution, to bring this truth to ignorant Christians. What is wrong with my Christian brothers and sisters, who seem to lack the most rudimentary critical thinking skills?","Jews,Satanism,War Against Christians,Zionism,New Testament,Ted Pike,War Agasint Whites",Red Pills,https://www.youtube.com/watch?v=frsIBlP4ask,Social media image from www.youtube.com on 2023-08-29 at 10.51.03 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/gr5Qwx735-_in6hzNF5NkQ/GedplYZiEdgRe3COGoNrnKyTEKeAi-2N7lwKx7amcn4arADLl54mZtwKyX5L7MdCsi4lBJW3eq91tvUFHhm5eQaHjs2ZKSR1sUHbtqali3khvC_3ZrWP-vfTGJljtFkMalJdFsCVIpm4DLDj9ZNSgOgv-7CyZpMpo_GUZuaCky0/44Ob-_LVrgu7jPbwtLwvS1cMjamAGR9J-bjSXt5XVNg),recBDLsMUo0HxNBII,,8/29/2023
"Mass-Producing Traditional Small Cities: Gottfried Feder's Vision for a Greater Nazi Germany - Tilman A. Schenk, Ray Bromley, 2003","Gottfried Feder (1883-1941) joined the newly founded Nazi movement in 1919 and became a leading writer and spokesman on economics, architecture, and urban development. He condemned usury, finance capital, large corporations, metropolitan growth, and modernist architecture, and he advocated family-owned businesses, state enterprises, small cities, and “traditional” styles. After Hitler came to power, Feder worked in government, but he was marginalized in 1934 and appointed professor of planning at the Berlin Institute of Technology. There, he wrote Die neue Stadt (The New City), a major book published in 1939 but largely ignored in Germany—in wartime because it criticized big business and afterward because Feder was a leading Nazi. The book blends fascist, modernist, antiurban, and geopolitical visions to propose the construction of many new traditional cities of twenty thousand in supposedly sparsely populated eastern lands. It shows how innocuous planning ideas may be appropriated for sinister purposes of conquest and social engineering.","Gottfried Feder,Hitler,NatSoc,Germany,Economics,Decentralization,Currency History","Red Pills,Society",https://journals.sagepub.com/doi/abs/10.1177/1538513203253263?journalCode=jpha,Social media image from journals.sagepub.com on 2023-08-29 at 10.08.57 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/N5z-y1VSnZRgSrkmTrlUpQ/WT_l_Lc5EEs7Fi8XuXktS4wGC6aTU1eqL6aAFGv2BLA2ty6DMLF9BXfYGD4PQTda5dFQK6m0-pdnZ23M_W26ro8LD9z-N63Ig8bxRKwzfkXALJug0p8l8hN_JlNGL7NVybdaGbRBCzQQ9MLxuItW5LtrKKBpCva6uqPSOzjzMuY/us0ViAhOuQYnPgtsmunUJuk6UykZUbwZmcRWxx-IYfU),recXdOF1ObJ9tgYt1,,8/29/2023
Nazi Germany Timeline,National Socialism History,"Communism,Fascism,Germany,WW2,Hitler,USSR,NatSoc",Red Pills,https://spartacus-educational.com/GERchron.htm,Social media image from spartacus-educational.com on 2023-08-29 at 10.06.42 PM.webp (https://v5.airtableusercontent.com/v1/20/20/1694750400000/OYIs6wy-11Ol3ScRMkQ7sg/AmrBaPRacp7WKhz_PBrp29IVYQ_PxVFxlTIFy6wbfShRwfh_FyBRtadW8UZ6d74LntzOGBxQ_BMeI04yuyFfoEj6mjWly55-bfDPk7mAUY_sgzBn_unbci4A52lafgAV50SHdPaWJc3VGLZDd6cPFkODPqYnRMUtGX3MhBKM0HdY2cRYbyOjT1GHMgl-VxKk/tDC_GrJgPohVNKTMwBDz3j8VNhey7_3l5F70xwcO2ds),recAbevkdUHPArOEe,,8/29/2023
Gottfried Feder,"In February 1920, the German Workers's Party published its first programme which became known as the ""Twenty-Five Points"". In the programme the party refused to accept the terms of the Versailles Treaty and called for the reunification of all German people. To reinforce their ideas on nationalism, equal rights were only to be given to German citizens. ""Foreigners"" and ""aliens"" would be denied these rights. To appeal to the working class and socialists, the programme included several measures that would redistribute income and war profits, profit-sharing in large industries, nationalization of trusts, increases in old-age pensions and free education. Feder greatly influenced the anti-capitalist aspect of the Nazi programme and insisted on phrases such as the need to ""break the interest slavery of international capitalism"" and the claim that Germany had become the ""slave of the international stock market"".","Gottfried Feder,Hitler,Germany,Central Bank,Economics,Monetary System,NatSoc,Currency History","Red Pills,Economics",https://spartacus-educational.com/GERfeder.htm,Social media image from spartacus-educational.com on 2023-08-29 at 10.04.47 PM.webp (https://v5.airtableusercontent.com/v1/20/20/1694750400000/bN3fyyrtWhwF06dQbQEBzw/x65qfN5Iqj959v3TeHp0Hg4IT-9kazzvxcOi2gB5hAS6EglWi-po-Roye9iJQJr9V3ZXlYIEK3M2RDYVr9IamKilGTT9TSuue47ZApl3LyBp8TUO4rjM_vjediWStIy0E8JKLYwUAWpap8AAfvnnHurvtslPuiNNWxzQ01OL441rZD1h-XBAwEUWXGers-jD/tn1vogPJDzagLupBPDqKzIFCZjz7UbStqVWcPAK5MvM),recBGeT4PGXA2oslK,,8/29/2023
"Why You Should Seek Power, Not Happiness - Nietzsche's Guide to Greatness - YouTube","""Written laws are like spiders’ webs, and will, like them, only entangle and hold the poor and weak, while the rich and powerful will easily break through them."" ~ Anacharsis","Philosophy,Masculinity,Nietzsche,Patriarchy,Power","Red Pills,Philosophy",https://www.youtube.com/watch?v=FDjeRloNgx0,Social media image from www.youtube.com on 2023-08-29 at 9.52.08 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/cEQc6KWtfppKo0OA0gYQ7Q/qe29cHGvwT2-hhiAOfvysFMZiSvFBPzo37VFFvrm8KP2FkfOvznVyJ0CeRp836fOoIR8HhwL2jl_0yYHtRRGIzJJMtghrmp758IjKyPWuNKBAalrqR0AlAld_WY7XtN6bZUt9QMYoHh-aW2u-KTjCwoxl1fHBrzWYS9GfSt9kL0/vL_Ip9Nc4p7-n3PUwxqky3k99ZjStfSX_p7CGBE5FFo),recULtyeRu28LY8sm,,8/29/2023
